subj,trial,id,f1_l,f2_l,f3_l,f1_r,f2_r,f3_r,resp,rt,n,nd,nc,critical,train
s1032,32,18,1,0,0,0,1,0,0.20625,2.191,2,2,0,FALSE,FALSE
s1032,33,37,1,0,1,1,1,0,0.6625,2.333,3,2,1,FALSE,TRUE
s1032,34,51,1,1,1,1,0,0,0.44875,2.7,3,2,1,FALSE,TRUE
s1032,35,16,1,0,0,0,1,1,0.2225,2.207,3,3,0,FALSE,FALSE
s1032,36,12,1,0,0,0,0,0,0.4825,2.756,1,1,0,TRUE,FALSE
s1032,37,13,1,0,0,1,0,1,0.63875,2.637,2,1,1,FALSE,TRUE
s1032,38,46,0,0,1,0,1,1,0.72625,2.426,3,1,2,FALSE,TRUE
s1032,39,41,0,0,1,1,0,0,0.015,2.504,2,2,0,FALSE,FALSE
s1032,40,64,0,1,1,0,0,1,0.62625,2.154,3,1,2,FALSE,TRUE
s1032,41,52,1,1,1,0,0,0,0.0125,3.006,3,3,0,FALSE,FALSE
s1032,42,25,0,0,0,1,1,1,0.01375,2.686,3,3,0,FALSE,FALSE
s1032,43,27,0,0,0,1,1,0,0.5725,2.982,2,2,0,FALSE,FALSE
s1032,44,58,1,1,1,0,1,0,0.69375,2.02,3,2,1,FALSE,TRUE
s1032,45,44,0,0,1,0,0,1,0.99,2.821,2,0,2,FALSE,FALSE
s1032,46,61,0,1,1,1,0,0,0.0275,2.892,3,3,0,FALSE,FALSE
s1032,47,74,1,1,0,0,0,1,0.0325,2.861,3,3,0,FALSE,FALSE
s1032,48,65,0,1,1,1,1,1,0.705,2.939,3,1,2,TRUE,TRUE
s1032,49,36,1,0,1,0,1,1,0.54125,3.009,3,2,1,FALSE,TRUE
s1032,50,66,0,1,1,0,1,1,0.99875,2.435,3,0,3,FALSE,FALSE
s1032,51,14,1,0,0,0,0,1,0.00375,2.463,2,2,0,FALSE,FALSE
s1032,52,55,1,1,1,1,1,1,0.99625,2.154,3,0,3,FALSE,FALSE
s1032,53,72,1,1,0,0,0,0,0.6175,2.714,2,2,0,FALSE,FALSE
s1032,54,22,0,0,0,0,0,0,0.995,2.673,1,0,1,FALSE,FALSE
s1032,55,78,1,1,0,0,1,0,0.625,2.353,2,1,1,TRUE,TRUE
s1032,56,53,1,1,1,1,0,1,0.66,2.131,3,1,2,FALSE,TRUE
s1032,57,33,1,0,1,1,0,1,0.99375,3.318,2,0,2,FALSE,FALSE
s1032,58,45,0,0,1,1,1,1,0.585,3.075,3,2,1,FALSE,TRUE
s1032,59,76,1,1,0,0,1,1,0.6425,2.195,3,2,1,FALSE,TRUE
s1032,60,63,0,1,1,1,0,1,0.50375,3.153,3,2,1,FALSE,TRUE
s1032,61,21,0,0,0,1,0,0,0.15,3.753,1,1,0,TRUE,FALSE
s1032,62,88,0,1,0,0,1,0,0.99625,2.342,2,0,2,FALSE,FALSE
s1032,63,11,1,0,0,1,0,0,0.99625,2.047,1,0,1,FALSE,FALSE
s1032,64,73,1,1,0,1,0,1,0.58875,2.355,3,2,1,FALSE,TRUE
s1032,65,62,0,1,1,0,0,0,0.54125,2.504,3,2,1,FALSE,TRUE
s1032,66,28,0,0,0,0,1,0,0.74,2.274,2,1,1,FALSE,TRUE
s1032,67,48,0,0,1,0,1,0,0.53,4.119,3,2,1,FALSE,TRUE
s1032,68,36,1,0,1,0,1,1,0.41875,2.714,3,2,1,FALSE,TRUE
s1032,69,53,1,1,1,1,0,1,0.6375,1.967,3,1,2,FALSE,TRUE
s1032,70,46,0,0,1,0,1,1,0.65875,2.327,3,1,2,FALSE,TRUE
s1032,71,43,0,0,1,1,0,1,0.6525,2.345,2,1,1,TRUE,TRUE
s1032,72,65,0,1,1,1,1,1,0.74875,2.407,3,1,2,TRUE,TRUE
s1032,73,24,0,0,0,0,0,1,0.7475,2.487,2,1,1,FALSE,TRUE
s1032,74,61,0,1,1,1,0,0,0.02875,3.115,3,3,0,FALSE,FALSE
s1032,75,83,0,1,0,1,0,1,0.0625,2.638,3,3,0,FALSE,FALSE
s1032,76,77,1,1,0,1,1,0,0.9875,3.514,2,0,2,FALSE,FALSE
s1032,77,76,1,1,0,0,1,1,0.53125,4.554,3,2,1,FALSE,TRUE
s1032,78,22,0,0,0,0,0,0,0.995,1.996,1,0,1,FALSE,FALSE
s1032,79,88,0,1,0,0,1,0,0.98375,2.247,2,0,2,FALSE,FALSE
s1032,80,31,1,0,1,1,0,0,0.58875,2.022,2,1,1,FALSE,TRUE
s1032,81,45,0,0,1,1,1,1,0.61125,1.994,3,2,1,FALSE,TRUE
s1032,82,64,0,1,1,0,0,1,0.61,1.755,3,1,2,FALSE,TRUE
s1032,83,58,1,1,1,0,1,0,0.635,3.808,3,2,1,FALSE,TRUE
s1032,84,67,0,1,1,1,1,0,0.56625,2.472,3,2,1,FALSE,TRUE
s1032,85,17,1,0,0,1,1,0,0.6925,3.033,2,1,1,FALSE,TRUE
s1032,86,75,1,1,0,1,1,1,0.6525,1.983,3,1,2,FALSE,TRUE
s1032,87,35,1,0,1,1,1,1,0.735,2.675,3,1,2,FALSE,TRUE
s1032,88,81,0,1,0,1,0,0,0.295,2.488,2,2,0,FALSE,FALSE
s1032,89,86,0,1,0,0,1,1,0.82,1.902,3,1,2,FALSE,TRUE
s1032,90,33,1,0,1,1,0,1,0.99375,1.793,2,0,2,FALSE,FALSE
s1032,91,26,0,0,0,0,1,1,0.5625,2.154,3,2,1,FALSE,TRUE
s1032,92,72,1,1,0,0,0,0,0.18375,3.714,2,2,0,FALSE,FALSE
s1032,93,51,1,1,1,1,0,0,0.61125,2.036,3,2,1,FALSE,TRUE
s1032,94,84,0,1,0,0,0,1,0.4575,2.62,3,2,1,FALSE,TRUE
s1032,95,68,0,1,1,0,1,0,0.68125,2.26,3,1,2,FALSE,TRUE
s1032,96,55,1,1,1,1,1,1,0.9975,2.114,3,0,3,FALSE,FALSE
s1032,97,52,1,1,1,0,0,0,0.53125,3.343,3,3,0,FALSE,FALSE
s1032,98,44,0,0,1,0,0,1,0.985,1.901,2,0,2,FALSE,FALSE
s1032,99,21,0,0,0,1,0,0,0.28125,2.22,1,1,0,TRUE,FALSE
s1032,100,12,1,0,0,0,0,0,0.135,2.114,1,1,0,TRUE,FALSE
s1032,101,85,0,1,0,1,1,1,0.51125,3.179,3,2,1,FALSE,TRUE
s1032,102,54,1,1,1,0,0,1,0.62375,2.526,3,2,1,FALSE,TRUE
s1032,103,71,1,1,0,1,0,0,0.7125,3.048,2,1,1,FALSE,TRUE
s1032,104,41,0,0,1,1,0,0,0.07625,2.385,2,2,0,FALSE,FALSE
s1032,105,78,1,1,0,0,1,0,0.645,4.488,2,1,1,TRUE,TRUE
s1032,106,82,0,1,0,0,0,0,0.58,1.915,2,1,1,FALSE,TRUE
s1032,107,25,0,0,0,1,1,1,0.38875,2.781,3,3,0,FALSE,FALSE
s1032,108,73,1,1,0,1,0,1,0.56875,2.474,3,2,1,FALSE,TRUE
s1032,109,66,0,1,1,0,1,1,0.94125,2.076,3,0,3,FALSE,FALSE
s1032,110,27,0,0,0,1,1,0,0.36625,2.259,2,2,0,FALSE,FALSE
s1032,111,23,0,0,0,1,0,1,0.0475,2.313,2,2,0,FALSE,FALSE
s1032,112,37,1,0,1,1,1,0,0.71125,2.208,3,2,1,FALSE,TRUE
s1032,113,56,1,1,1,0,1,1,0.64375,2.114,3,1,2,TRUE,TRUE
s1032,114,32,1,0,1,0,0,0,0.18375,2.315,2,2,0,FALSE,FALSE
s1032,115,18,1,0,0,0,1,0,0.01125,2.438,2,2,0,FALSE,FALSE
s1032,116,13,1,0,0,1,0,1,0.8925,2.048,2,1,1,FALSE,TRUE
s1032,117,11,1,0,0,1,0,0,0.995,1.847,1,0,1,FALSE,FALSE
s1032,118,47,0,0,1,1,1,0,0.1,2.515,3,3,0,FALSE,FALSE
s1032,119,42,0,0,1,0,0,0,0.56375,2.235,2,1,1,FALSE,TRUE
s1032,120,14,1,0,0,0,0,1,0.0275,2.168,2,2,0,FALSE,FALSE
s1032,121,87,0,1,0,1,1,0,0.55,2.092,2,1,1,TRUE,TRUE
s1032,122,34,1,0,1,0,0,1,0.66125,1.953,2,1,1,TRUE,TRUE
s1032,123,57,1,1,1,1,1,0,0.6475,2.359,3,1,2,FALSE,TRUE
s1032,124,38,1,0,1,0,1,0,0.14625,2.702,3,3,0,FALSE,FALSE
s1032,125,15,1,0,0,1,1,1,0.65375,1.9,3,2,1,FALSE,TRUE
s1032,126,63,0,1,1,1,0,1,0.3125,2.994,3,2,1,FALSE,TRUE
s1032,127,16,1,0,0,0,1,1,0.095,2.972,3,3,0,FALSE,FALSE
s1032,128,74,1,1,0,0,0,1,0.13375,3.289,3,3,0,FALSE,FALSE
s1033,1,38,1,0,1,0,1,0,0.147901156,4.6771,3,3,0,FALSE,FALSE
s1033,2,33,1,0,1,1,0,1,0.988848045,2.3489,2,0,2,FALSE,FALSE
s1033,3,22,0,0,0,0,0,0,0.986666411,1.6137,1,0,1,FALSE,FALSE
s1033,4,48,0,0,1,0,1,0,0.487115699,3.0992,3,2,1,FALSE,TRUE
s1033,5,53,1,1,1,1,0,1,0.745616978,2.266,3,1,2,FALSE,TRUE
s1033,6,16,1,0,0,0,1,1,0.026830993,1.8831,3,3,0,FALSE,FALSE
s1033,7,83,0,1,0,1,0,1,0.061734076,2.3337,3,3,0,FALSE,FALSE
s1033,8,71,1,1,0,1,0,0,0.619093152,2.6728,2,1,1,FALSE,TRUE
s1033,9,11,1,0,0,1,0,0,0.995392182,1.9494,1,0,1,FALSE,FALSE
s1033,10,81,0,1,0,1,0,0,0.077004213,2.0666,2,2,0,FALSE,FALSE
s1033,11,23,0,0,0,1,0,1,0.058461931,2.583,2,2,0,FALSE,FALSE
s1033,12,31,1,0,1,1,0,0,0.603823091,2.5492,2,1,1,FALSE,TRUE
s1033,13,25,0,0,0,1,1,1,0.080276319,3.1866,3,3,0,FALSE,FALSE
s1033,14,17,1,0,0,1,1,0,0.709623155,2.8494,2,1,1,FALSE,TRUE
s1033,15,51,1,1,1,1,0,0,0.608185977,5.6158,3,2,1,FALSE,TRUE
s1033,16,61,0,1,1,1,0,0,0.139175386,2.0663,3,3,0,FALSE,FALSE
s1033,17,37,1,0,1,1,1,0,0.80778819,1.8494,3,2,1,FALSE,TRUE
s1033,18,52,1,1,1,0,0,0,0.012651597,1.6913,3,3,0,FALSE,FALSE
s1033,19,27,0,0,0,1,1,0,0.373680681,1.6645,2,2,0,FALSE,FALSE
s1033,20,74,1,1,0,0,0,1,0.136993943,2.5658,3,3,0,FALSE,FALSE
s1033,21,35,1,0,1,1,1,1,0.641998242,1.6164,3,1,2,FALSE,TRUE
s1033,22,87,0,1,0,1,1,0,0.558012757,9.1941,2,1,1,TRUE,TRUE
s1033,23,24,0,0,0,0,0,1,0.921223055,1.8829,2,1,1,FALSE,TRUE
s1033,24,77,1,1,0,1,1,0,0.761977703,6.5232,2,0,2,FALSE,FALSE
s1033,25,12,1,0,0,0,0,0,0.050826824,1.9328,1,1,0,TRUE,FALSE
s1033,26,86,0,1,0,0,1,1,0.656177639,2.0328,3,1,2,FALSE,TRUE
s1033,27,43,0,0,1,1,0,1,0.447849808,3.6997,2,1,1,TRUE,TRUE
s1033,28,68,0,1,1,0,1,0,0.817604624,1.882,3,1,2,FALSE,TRUE
s1033,29,64,0,1,1,0,0,1,0.561284826,1.7166,3,1,2,FALSE,TRUE
s1033,30,84,0,1,0,0,0,1,0.59400658,1.5105,3,2,1,FALSE,TRUE
s1033,31,72,1,1,0,0,0,0,0.309328065,5.7992,2,2,0,FALSE,FALSE
s1033,32,41,0,0,1,1,0,0,0.20680007,2.3324,2,2,0,FALSE,FALSE
s1033,33,42,0,0,1,0,0,0,0.754342749,8.9995,2,1,1,FALSE,TRUE
s1033,34,73,1,1,0,1,0,1,0.657268455,1.7993,3,2,1,FALSE,TRUE
s1033,35,26,0,0,0,0,1,1,0.749979864,1.4324,3,2,1,FALSE,TRUE
s1033,36,62,0,1,1,0,0,0,0.679082806,3.6825,3,2,1,FALSE,TRUE
s1033,37,13,1,0,0,1,0,1,0.789245679,1.4494,2,1,1,FALSE,TRUE
s1033,38,28,0,0,0,0,1,0,0.709623155,1.2326,2,1,1,FALSE,TRUE
s1033,39,82,0,1,0,0,0,0,0.689990133,1.0659,2,1,1,FALSE,TRUE
s1033,40,67,0,1,1,1,1,0,0.167534178,4.6156,3,2,1,FALSE,TRUE
s1033,41,56,1,1,1,0,1,1,0.52638182,1.8324,3,1,2,TRUE,TRUE
s1033,42,57,1,1,1,1,1,0,0.604913832,1.7663,3,1,2,FALSE,TRUE
s1033,43,76,1,1,0,0,1,1,0.127177432,2.2666,3,2,1,FALSE,TRUE
s1033,44,34,1,0,1,0,0,1,0.523109522,2.1484,2,1,1,TRUE,TRUE
s1033,45,46,0,0,1,0,1,1,0.736891208,1.9827,3,1,2,FALSE,TRUE
s1033,46,58,1,1,1,0,1,0,0.212253772,1.8995,3,2,1,FALSE,TRUE
s1033,47,78,1,1,0,0,1,0,0.49584147,2.2206,2,1,1,TRUE,TRUE
s1033,48,47,0,0,1,1,1,0,0.205709406,1.7661,3,3,0,FALSE,FALSE
s1033,49,65,0,1,1,1,1,1,0.516565309,1.7659,3,1,2,TRUE,TRUE
s1033,50,55,1,1,1,1,1,1,0.991029525,4.3249,3,0,3,FALSE,FALSE
s1033,51,45,0,0,1,1,1,1,0.087911426,1.8991,3,2,1,FALSE,TRUE
s1033,52,18,1,0,0,0,1,0,0.480571486,2.2825,2,2,0,FALSE,FALSE
s1033,53,66,0,1,1,0,1,1,0.995392182,2.3826,3,0,3,FALSE,FALSE
s1033,54,36,1,0,1,0,1,1,0.455484762,1.684,3,2,1,FALSE,TRUE
s1033,55,54,1,1,1,0,0,1,0.232977458,1.6991,3,2,1,FALSE,TRUE
s1033,56,32,1,0,1,0,0,0,0.229705237,2.8164,2,2,0,FALSE,FALSE
s1033,57,75,1,1,0,1,1,1,0.767431405,1.8161,3,1,2,FALSE,TRUE
s1033,58,14,1,0,0,0,0,1,0.092274311,2.0011,2,2,0,FALSE,FALSE
s1033,59,63,0,1,1,1,0,1,0.489297256,2.1495,3,2,1,FALSE,TRUE
s1033,60,15,1,0,0,1,1,1,0.721621071,1.9492,3,2,1,FALSE,TRUE
s1033,61,44,0,0,1,0,0,1,0.98775738,2.0661,2,0,2,FALSE,FALSE
s1033,62,85,0,1,0,1,1,1,0.207890886,2.2495,3,2,1,FALSE,TRUE
s1033,63,21,0,0,0,1,0,0,0.374771421,5.7496,1,1,0,TRUE,FALSE
s1033,64,88,0,1,0,0,1,0,0.993211006,6.0662,2,0,2,FALSE,FALSE
s1033,65,44,0,0,1,0,0,1,0.992120037,2.6491,2,0,2,FALSE,FALSE
s1033,66,28,0,0,0,0,1,0,0.60709516,2.0825,2,1,1,FALSE,TRUE
s1033,67,68,0,1,1,0,1,0,0.940856077,5.1165,3,1,2,FALSE,TRUE
s1033,68,18,1,0,0,0,1,0,0.131540317,2.7422,2,2,0,FALSE,FALSE
s1033,69,58,1,1,1,0,1,0,0.118451661,3.7995,3,2,1,FALSE,TRUE
s1033,70,25,0,0,0,1,1,1,0.165352621,3.3422,3,3,0,FALSE,FALSE
s1033,71,24,0,0,0,0,0,1,0.578736367,2.3164,2,1,1,FALSE,TRUE
s1033,72,36,1,0,1,0,1,1,0.31150947,4.5327,3,2,1,FALSE,TRUE
s1033,73,23,0,0,0,1,0,1,0.589643695,2.3827,2,2,0,FALSE,FALSE
s1033,74,33,1,0,1,1,0,1,0.97903161,2.5991,2,0,2,FALSE,FALSE
s1033,75,37,1,0,1,1,1,0,0.239521824,11.233,3,2,1,FALSE,TRUE
s1033,76,52,1,1,1,0,0,0,0.062824778,5.449,3,3,0,FALSE,FALSE
s1033,77,76,1,1,0,0,1,1,0.273334243,2.2327,3,2,1,FALSE,TRUE
s1033,78,85,0,1,0,1,1,1,0.284241341,2.6494,3,2,1,FALSE,TRUE
s1033,79,64,0,1,1,0,0,1,0.915769582,6.0157,3,1,2,FALSE,TRUE
s1033,80,83,0,1,0,1,0,1,0.299511554,6.7827,3,3,0,FALSE,FALSE
s1033,81,53,1,1,1,1,0,1,0.727074697,3.4327,3,1,2,FALSE,TRUE
s1033,82,34,1,0,1,0,0,1,0.576555039,7.6997,2,1,1,TRUE,TRUE
s1033,83,11,1,0,0,1,0,0,0.980122274,1.7831,1,0,1,FALSE,FALSE
s1033,84,56,1,1,1,0,1,1,0.747798307,1.991,3,1,2,TRUE,TRUE
s1033,85,17,1,0,0,1,1,0,0.6965345,2.0493,2,1,1,FALSE,TRUE
s1033,86,22,0,0,0,0,0,0,0.997573815,1.5828,1,0,1,FALSE,FALSE
s1033,87,62,0,1,1,0,0,0,0.603823091,2.6158,3,2,1,FALSE,TRUE
s1033,88,43,0,0,1,1,0,1,0.672538592,1.8492,2,1,1,TRUE,TRUE
s1033,89,87,0,1,0,1,1,0,0.591825099,2.1991,2,1,1,TRUE,TRUE
s1033,90,35,1,0,1,1,1,1,0.871050065,1.5661,3,1,2,FALSE,TRUE
s1033,91,46,0,0,1,0,1,1,0.499113767,1.7492,3,1,2,FALSE,TRUE
s1033,92,54,1,1,1,0,0,1,0.359501285,2.2825,3,2,1,FALSE,TRUE
s1033,93,86,0,1,0,0,1,1,0.707441675,7.5351,3,1,2,FALSE,TRUE
s1033,94,31,1,0,1,1,0,0,0.960489252,3.0158,2,1,1,FALSE,TRUE
s1033,95,32,1,0,1,0,0,0,0.179532094,2.6327,2,2,0,FALSE,FALSE
s1033,96,81,0,1,0,1,0,0,0.198074375,21.2424,2,2,0,FALSE,FALSE
s1033,97,72,1,1,0,0,0,0,0.198074375,10.0497,2,2,0,FALSE,FALSE
s1033,98,55,1,1,1,1,1,1,0.997573815,5.913,3,0,3,FALSE,FALSE
s1033,99,77,1,1,0,1,1,0,0.998664479,1.7661,2,0,2,FALSE,FALSE
s1033,100,38,1,0,1,0,1,0,0.278787868,2.1121,3,3,0,FALSE,FALSE
s1033,101,12,1,0,0,0,0,0,0.615820931,19.1664,1,1,0,TRUE,FALSE
s1033,102,71,1,1,0,1,0,0,0.743435421,15.0557,2,1,1,FALSE,TRUE
s1033,103,21,0,0,0,1,0,0,0.261336174,8.4824,1,1,0,TRUE,FALSE
s1033,104,84,0,1,0,0,0,1,0.754342749,7.2831,3,2,1,FALSE,TRUE
s1033,105,82,0,1,0,0,0,0,0.634363288,4.8656,2,1,1,FALSE,TRUE
s1033,106,67,0,1,1,1,1,0,0.354047583,2.1661,3,2,1,FALSE,TRUE
s1033,107,26,0,0,0,0,1,1,0.793608793,2.9828,3,2,1,FALSE,TRUE
s1033,108,41,0,0,1,1,0,0,0.25151974,2.4991,2,2,0,FALSE,FALSE
s1033,109,57,1,1,1,1,1,0,0.788155167,1.5162,3,1,2,FALSE,TRUE
s1033,110,73,1,1,0,1,0,1,0.775066512,2.2497,3,2,1,FALSE,TRUE
s1033,111,61,0,1,1,1,0,0,0.152264042,2.4543,3,3,0,FALSE,FALSE
s1033,112,66,0,1,1,0,1,1,0.984485083,4.5997,3,0,3,FALSE,FALSE
s1033,113,47,0,0,1,1,1,0,0.114088776,5.5659,3,3,0,FALSE,FALSE
s1033,114,75,1,1,0,1,1,1,0.590734435,8.0153,3,1,2,FALSE,TRUE
s1033,115,15,1,0,0,1,1,1,0.554740536,2.2829,3,2,1,FALSE,TRUE
s1033,116,27,0,0,0,1,1,0,0.166443438,2.7163,2,2,0,FALSE,FALSE
s1033,117,13,1,0,0,1,0,1,0.833965501,1.6325,2,1,1,FALSE,TRUE
s1033,118,88,0,1,0,0,1,0,0.999755296,1.766,2,0,2,FALSE,FALSE
s1033,119,16,1,0,0,0,1,1,0.166443438,1.5992,3,3,0,FALSE,FALSE
s1033,120,74,1,1,0,0,0,1,0.029012436,2.0244,3,3,0,FALSE,FALSE
s1033,121,78,1,1,0,0,1,0,0.472936303,2.8209,2,1,1,TRUE,TRUE
s1033,122,51,1,1,1,1,0,0,0.614730266,2.0264,3,2,1,FALSE,TRUE
s1033,123,14,1,0,0,0,0,1,0.479480745,3.4057,2,2,0,FALSE,FALSE
s1033,124,45,0,0,1,1,1,1,0.498023027,3.879,3,2,1,FALSE,TRUE
s1033,125,42,0,0,1,0,0,0,0.650724166,2.6913,2,1,1,FALSE,TRUE
s1033,126,63,0,1,1,1,0,1,0.568919932,1.6641,3,2,1,FALSE,TRUE
s1033,127,48,0,0,1,0,1,0,0.671447852,6.1661,3,2,1,FALSE,TRUE
s1033,128,65,0,1,1,1,1,1,0.649633425,15.4331,3,1,2,TRUE,TRUE
s1034,1,47,0,0,1,1,1,0,0.004166679,3.7167,3,3,0,FALSE,FALSE
s1034,2,83,0,1,0,1,0,1,0.001666679,6.7067,3,3,0,FALSE,FALSE
s1034,3,53,1,1,1,1,0,1,0.804166718,6.2186,3,1,2,FALSE,TRUE
s1034,4,38,1,0,1,0,1,0,0.0075,3.058,3,3,0,FALSE,FALSE
s1034,5,33,1,0,1,1,0,1,0.995833435,2.6924,2,0,2,FALSE,FALSE
s1034,6,46,0,0,1,0,1,1,0.87,4.7868,3,1,2,FALSE,TRUE
s1034,7,72,1,1,0,0,0,0,0.0875,5.5247,2,2,0,FALSE,FALSE
s1034,8,77,1,1,0,1,1,0,0.9975,3.3873,2,0,2,FALSE,FALSE
s1034,9,36,1,0,1,0,1,1,0.3125,5.3574,3,2,1,FALSE,TRUE
s1034,10,44,0,0,1,0,0,1,0.994166718,2.6533,2,0,2,FALSE,FALSE
s1034,11,48,0,0,1,0,1,0,0.599166718,4.3854,3,2,1,FALSE,TRUE
s1034,12,41,0,0,1,1,0,0,0.011666679,2.7158,2,2,0,FALSE,FALSE
s1034,13,32,1,0,1,0,0,0,0.01,2.4983,2,2,0,FALSE,FALSE
s1034,14,28,0,0,0,0,1,0,0.795833359,7.0792,2,1,1,FALSE,TRUE
s1034,15,58,1,1,1,0,1,0,0.01083334,3.3052,3,2,1,FALSE,TRUE
s1034,16,11,1,0,0,1,0,0,0.991666718,2.4169,1,0,1,FALSE,FALSE
s1034,17,68,0,1,1,0,1,0,0.833333359,7.3404,3,1,2,FALSE,TRUE
s1034,18,22,0,0,0,0,0,0,0.988333435,2.3163,1,0,1,FALSE,FALSE
s1034,19,25,0,0,0,1,1,1,0.0075,2.4839,3,3,0,FALSE,FALSE
s1034,20,75,1,1,0,1,1,1,0.864166718,2.9414,3,1,2,FALSE,TRUE
s1034,21,67,0,1,1,1,1,0,0.346666718,3.6911,3,2,1,FALSE,TRUE
s1034,22,88,0,1,0,0,1,0,0.9975,2.5266,2,0,2,FALSE,FALSE
s1034,23,62,0,1,1,0,0,0,0.625,3.1003,3,2,1,FALSE,TRUE
s1034,24,23,0,0,0,1,0,1,0.00333334,2.4928,2,2,0,FALSE,FALSE
s1034,25,51,1,1,1,1,0,0,0.624166718,2.4909,3,2,1,FALSE,TRUE
s1034,26,81,0,1,0,1,0,0,0.085,2.8331,2,2,0,FALSE,FALSE
s1034,27,13,1,0,0,1,0,1,0.7925,2.2698,2,1,1,FALSE,TRUE
s1034,28,31,1,0,1,1,0,0,0.825833359,2.2081,2,1,1,FALSE,TRUE
s1034,29,14,1,0,0,0,0,1,0.025833359,2.4405,2,2,0,FALSE,FALSE
s1034,30,61,0,1,1,1,0,0,0.0125,2.569,3,3,0,FALSE,FALSE
s1034,31,85,0,1,0,1,1,1,0.098333359,4.5489,3,2,1,FALSE,TRUE
s1034,32,18,1,0,0,0,1,0,0.01833334,3.797,2,2,0,FALSE,FALSE
s1034,33,43,0,0,1,1,0,1,0.590833359,5.0802,2,1,1,TRUE,TRUE
s1034,34,66,0,1,1,0,1,1,0.9925,2.9353,3,0,3,FALSE,FALSE
s1034,35,86,0,1,0,0,1,1,0.803333359,5.0168,3,1,2,FALSE,TRUE
s1034,36,37,1,0,1,1,1,0,0.588333359,3.0885,3,2,1,FALSE,TRUE
s1034,37,71,1,1,0,1,0,0,0.590833359,3.1223,2,1,1,FALSE,TRUE
s1034,38,56,1,1,1,0,1,1,0.5875,4.4943,3,1,2,TRUE,TRUE
s1034,39,57,1,1,1,1,1,0,0.79,2.8019,3,1,2,FALSE,TRUE
s1034,40,76,1,1,0,0,1,1,0.543333359,3.2023,3,2,1,FALSE,TRUE
s1034,41,78,1,1,0,0,1,0,0.994166718,3.7278,2,1,1,TRUE,TRUE
s1034,42,34,1,0,1,0,0,1,0.695833359,5.389,2,1,1,TRUE,TRUE
s1034,43,26,0,0,0,0,1,1,0.6575,3.5022,3,2,1,FALSE,TRUE
s1034,44,21,0,0,0,1,0,0,0.023333359,2.5518,1,1,0,TRUE,FALSE
s1034,45,54,1,1,1,0,0,1,0.595,4.2597,3,2,1,FALSE,TRUE
s1034,46,82,0,1,0,0,0,0,0.7725,3.0585,2,1,1,FALSE,TRUE
s1034,47,65,0,1,1,1,1,1,0.62,3.5547,3,1,2,TRUE,TRUE
s1034,48,73,1,1,0,1,0,1,0.606666718,7.0723,3,2,1,FALSE,TRUE
s1034,49,74,1,1,0,0,0,1,0.053333359,6.1371,3,3,0,FALSE,FALSE
s1034,50,52,1,1,1,0,0,0,0.045833359,2.8247,3,3,0,FALSE,FALSE
s1034,51,16,1,0,0,0,1,1,0.034166679,2.4365,3,3,0,FALSE,FALSE
s1034,52,64,0,1,1,0,0,1,0.880833359,3.758,3,1,2,FALSE,TRUE
s1034,53,55,1,1,1,1,1,1,0.994166718,2.6026,3,0,3,FALSE,FALSE
s1034,54,63,0,1,1,1,0,1,0.0525,3.4063,3,2,1,FALSE,TRUE
s1034,55,24,0,0,0,0,0,1,0.940833359,3.4024,2,1,1,FALSE,TRUE
s1034,56,42,0,0,1,0,0,0,0.944166718,2.3453,2,1,1,FALSE,TRUE
s1034,57,12,1,0,0,0,0,0,0.196666679,4.6318,1,1,0,TRUE,FALSE
s1034,58,15,1,0,0,1,1,1,0.361666718,6.0577,3,2,1,FALSE,TRUE
s1034,59,27,0,0,0,1,1,0,0.0275,3.8223,2,2,0,FALSE,FALSE
s1034,60,35,1,0,1,1,1,1,0.665,6.5483,3,1,2,FALSE,TRUE
s1034,61,84,0,1,0,0,0,1,0.699166718,3.8842,3,2,1,FALSE,TRUE
s1034,62,45,0,0,1,1,1,1,0.02,3.2762,3,2,1,FALSE,TRUE
s1034,63,87,0,1,0,1,1,0,0.630833359,7.7671,2,1,1,TRUE,TRUE
s1034,64,17,1,0,0,1,1,0,0.771666718,3.7785,2,1,1,FALSE,TRUE
s1034,65,28,0,0,0,0,1,0,0.780833359,2.0528,2,1,1,FALSE,TRUE
s1034,66,65,0,1,1,1,1,1,0.658333359,3.4362,3,1,2,TRUE,TRUE
s1034,67,88,0,1,0,0,1,0,0.998333435,2.5519,2,0,2,FALSE,FALSE
s1034,68,73,1,1,0,1,0,1,0.684166718,2.7565,3,2,1,FALSE,TRUE
s1034,69,55,1,1,1,1,1,1,0.998333435,2.1931,3,0,3,FALSE,FALSE
s1034,70,18,1,0,0,0,1,0,0.019166679,2.3861,2,2,0,FALSE,FALSE
s1034,71,56,1,1,1,0,1,1,0.414166718,7.3736,3,1,2,TRUE,TRUE
s1034,72,17,1,0,0,1,1,0,0.635833359,2.9526,2,1,1,FALSE,TRUE
s1034,73,43,0,0,1,1,0,1,0.635833359,25.8265,2,1,1,TRUE,TRUE
s1034,74,12,1,0,0,0,0,0,0.208333359,3.1188,1,1,0,TRUE,FALSE
s1034,75,66,0,1,1,0,1,1,0.985833435,2.1258,3,0,3,FALSE,FALSE
s1034,76,35,1,0,1,1,1,1,0.836666718,2.6529,3,1,2,FALSE,TRUE
s1034,77,16,1,0,0,0,1,1,0.023333359,2.902,3,3,0,FALSE,FALSE
